id,nom,url,website,rating,nbAvis,latitude,longitude,typeR,adresse,priceRange,activiteType,activiteSubType,activiteCategory,restaurantType,restaurantCategory,restaurantCuisine,restaurantDietaryRestrictions,hotelType,hotelpriceRange
188467,Place des Vosges,https://www.tripadvisor.fr/Attraction_Review-g187147-d188467-Reviews-Place_des_Vosges-Paris_Ile_de_France.html,http://en.parisinfo.com/transport/73189/Place-des-Vosges,4.108407020568848,5663,48.855614,2.365553,A,"Place des Vosges 4th Arrondissement, 75004 Paris France",,attraction,Sites et monuments,Sites touristiques,,,,,,
188468,Rue des Francs Bourgeois,https://www.tripadvisor.fr/Attraction_Review-g187147-d188468-Reviews-Rue_des_Francs_Bourgeois-Paris_Ile_de_France.html,,3.3165323734283447,73,48.85814,2.35988,A,"Rue des Francs-Bourgeois, 75003 Paris France",,attraction,Sites et monuments,Sites touristiques,,,,,,
188470,Village Saint-Paul,https://www.tripadvisor.fr/Attraction_Review-g187147-d188470-Reviews-Village_St_Paul-Paris_Ile_de_France.html,http://www.levillagesaintpaul.com/,3.017118453979492,98,48.853733,2.361295,A,"Rue Saint-paul, 75004 Paris France",,attraction,"Quartiers, Boutiques de cadeaux ou spécialisées","Shopping, Sites touristiques, Autre",,,,,,
188471,Au Passe-partout,https://www.tripadvisor.fr/Attraction_Review-g187147-d188471-Reviews-Au_Passe_Partout-Paris_Ile_de_France.html,,2.743157148361206,2,48.85347,2.3616,A,"21 rue Saint Paul, 75004 Paris France",,attraction,Magasins d'antiquités,Shopping,,,,,,
188472,Cloître des Billettes,https://www.tripadvisor.fr/Attraction_Review-g187147-d188472-Reviews-Cloitre_des_Billettes-Paris_Ile_de_France.html,,2.9429874420166016,23,48.858,2.35498,A,"24 rue des Archives, 75004 Paris France",,attraction,Sites sacrés et religieux,Sites touristiques,,,,,,
188493,La Rosa Rossa,https://www.tripadvisor.fr/Attraction_Review-g187147-d188493-Reviews-La_Rosa_Rossa-Paris_Ile_de_France.html,,,0,48.85825,2.35941,A,"45 rue des Francs Bourgeois, 75004 Paris France",,,Boutiques de cadeaux ou spécialisées,Shopping,,,,,,
188679,Cathédrale Notre-Dame de Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d188679-Reviews-Cathedrale_Notre_Dame_de_Paris-Paris_Ile_de_France.html,https://www.notredamedeparis.fr/,4.825919628143311,71258,48.853,2.3498,A,"6 Parvis Notre-Dame Place Jean-Paul II, 75004 Paris France",,attraction,"Bâtiments architecturaux, Églises et cathédrales, Sites historiques",Sites touristiques,,,,,,
188738,Le Pavillon de la Reine,,,4.593979835510254,1056,48.85628,2.366014,H,,€€€€,,,,,,,,hotel,> 400€
188745,Hotel Caron de Beaumarchais,,,4.580426692962647,848,48.856445,2.356719,H,,€€,,,,,,,,boutique_hotel,200€ - 400€
188758,Musée Carnavalet - Histoire de Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d188758-Reviews-Musee_Carnavalet_Histoire_de_Paris-Paris_Ile_de_France.html,http://carnavalet.paris.fr/,3.8050475120544434,1296,48.857353,2.362364,A,"16 rue des Francs-Bourgeois, 75003 Paris France",,attraction,Musées spécialisés,Musées,,,,,,
188875,Rollers & Coquillages,https://www.tripadvisor.fr/Attraction_Review-g187147-d188875-Reviews-Rollers_Coquillages-Paris_Ile_de_France.html,http://www.rollers-coquillages.org,3.060122013092041,25,48.85251,2.367827,A,"37 Boulevard Bourdon, 75004 Paris France",,attraction,Visites de la ville,Visites guidées,,,,,,
188978,Hotel Bourg Tibourg,,,4.267549991607666,349,48.857254,2.356107,H,,€€€€,,,,,,,,hotel,200€ - 400€
188987,Gammes de . . .,https://www.tripadvisor.fr/Attraction_Review-g187147-d188987-Reviews-Gammes_de-Paris_Ile_de_France.html,,,0,48.85855,2.35328,A,"17 rue du Temple Fourth Arrondissement, 75004 Paris France",,,Boutiques de cadeaux ou spécialisées,Shopping,,,,,,
189228,Hotel Jeanne D'Arc,,,4.389811038970947,888,48.855507,2.363276,H,,€€,,,,,,,,hotel,200€ - 400€
189231,Berthillon,https://www.tripadvisor.fr/Attraction_Review-g187147-d189231-Reviews-Berthillon-Paris_Ile_de_France.html,http://www.berthillon.fr,3.9411020278930655,502,48.8518,2.356786,A,"31 Rue St.-Louis-en-l'Île, 75004 Paris France",,attraction,Boutiques de cadeaux ou spécialisées,Shopping,,,,,,
189693,Grand Hôtel Malher,,,4.071868419647217,240,48.855804,2.361192,H,,€€€,,,,,,,,hotel,200€ - 400€
190683,Conciergerie,https://www.tripadvisor.fr/Attraction_Review-g187147-d190683-Reviews-Conciergerie-Paris_Ile_de_France.html,http://www.paris-conciergerie.fr,3.5774216651916504,2143,48.85608,2.34615,A,"2 Boulevard du Palais, 75001 Paris France",,attraction,"Sites et monuments, Sites historiques",Sites touristiques,,,,,,
190975,Mémorial des Martyrs de la Déportation,https://www.tripadvisor.fr/Attraction_Review-g187147-d190975-Reviews-Memorial_des_Martyrs_de_la_Deportation-Paris_Ile_de_France.html,http://www.cheminsdememoire.gouv.fr/en/memorial-des-martyrs-de-la-deportation,4.104193210601807,384,48.851875,2.352404,A,"Square de l'Ile de France, 75004 Paris France",,attraction,"Sites historiques, Sites et monuments",Sites touristiques,,,,,,
191144,Place Sainte-Catherine,https://www.tripadvisor.fr/Attraction_Review-g187147-d191144-Reviews-Place_Ste_Catherine-Paris_Ile_de_France.html,,3.2362563610076904,58,48.855385,2.362733,A,"Marais, Paris France",,attraction,Sites et monuments,Sites touristiques,,,,,,
191242,Église Saint-Gervais Saint-Protais,https://www.tripadvisor.fr/Attraction_Review-g187147-d191242-Reviews-Eglise_Saint_Gervais_Saint_Protais-Paris_Ile_de_France.html,,3.5963895320892334,118,48.85536,2.35522,A,"13 rue des Barres, 75004 Paris France",,attraction,Sites sacrés et religieux,Sites touristiques,,,,,,
194210,Hôtel des Ambassadeurs de Hollande,https://www.tripadvisor.fr/Attraction_Review-g187147-d194210-Reviews-Hotel_des_Ambassadeurs_de_Hollande-Paris_Ile_de_France.html,,2.78008770942688,7,48.85815,2.35805,A,"47 Rue Vieille du Temple, 75004 Paris France",,attraction,"Bâtiments architecturaux, Sites historiques",Sites touristiques,,,,,,
194223,Hotel de Nice,,,3.806507587432861,363,48.856644,2.355636,H,,€€,,,,,,,,hotel,100€ - 200€
194270,Hotel des Deux Iles,,,4.352651119232178,328,48.852303,2.355008,H,,€€€,,,,,,,,hotel,200€ - 400€
194271,Le Presbytère,,,3.2818353176116943,181,48.858974,2.350262,H,,€€€,,,,,,,,hotel,> 400€
194304,Hotel du Jeu de Paume,,,4.511422157287598,670,48.85222,2.356297,H,,€€€,,,,,,,,hotel,200€ - 400€
194312,Rue Saint-Louis-en-l'Île,https://www.tripadvisor.fr/Attraction_Review-g187147-d194312-Reviews-Rue_Saint_Louis_en_l_Ile-Paris_Ile_de_France.html,,3.560148239135742,130,48.851845,2.356549,A,"Île Saint-Louis, 75004 Paris France",,attraction,Sites et monuments,Sites touristiques,,,,,,
194313,La Ferme Saint-Aubin,https://www.tripadvisor.fr/Attraction_Review-g187147-d194313-Reviews-La_Ferme_Saint_Aubin-Paris_Ile_de_France.html,,3.0377068519592285,24,48.85254,2.3547,A,"76 rue Saint Louis en L Ile, 75004 Paris France",,attraction,Boutiques de cadeaux ou spécialisées,Shopping,,,,,,
194314,Pylônes,https://www.tripadvisor.fr/Attraction_Review-g187147-d194314-Reviews-Pylones-Paris_Ile_de_France.html,http://www.facebook.com/pylones,3.411567211151123,133,48.8523,2.35511,A,"57 Rue Saint Louis en L' Ile, 75004 Paris France",,attraction,Boutiques de cadeaux ou spécialisées,Shopping,,,,,,
195135,Le Tropic Café,https://www.tripadvisor.fr/Attraction_Review-g187147-d195135-Reviews-Le_Tropic_Cafe-Paris_Ile_de_France.html,http://www.letropicafe.fr,2.8062140941619877,27,48.85936,2.34935,A,"22 rue des Lombards, 75004 Paris France",,attraction,Bars et clubs,Vie nocturne,,,,,,
195455,Hotel de la Place des Vosges,,,3.223982334136963,262,48.85442,2.36517,H,,€€,,,,,,,,hotel,200€ - 400€
195456,Hôtel Saint-Paul Le Marais,,,3.675687313079834,157,48.855446,2.362106,H,,€€,,,,,,,,hotel,200€ - 400€
195458,Hotel de Sully,,,2.6202402114868164,196,48.854183,2.364228,H,,€€,,,,,,,,hotel,100€ - 200€
195459,Maison de Victor Hugo,https://www.tripadvisor.fr/Attraction_Review-g187147-d195459-Reviews-Maison_de_Victor_Hugo-Paris_Ile_de_France.html,http://maisonsvictorhugo.paris.fr,3.6112935543060303,652,48.85482,2.36613,A,"6 Place des Vosges, 75004 Paris France",,attraction,"Sites historiques, Musées d'histoire","Sites touristiques, Musées",,,,,,
207662,Hotel France Louvre,,,2.9051260948181152,371,48.856434,2.356149,H,,€€,,,,,,,,hotel,100€ - 200€
208055,Hôtel de Ville,https://www.tripadvisor.fr/Attraction_Review-g187147-d208055-Reviews-Hotel_de_Ville-Paris_Ile_de_France.html,https://en.parisinfo.com/paris-museum-monument/71544/Hotel-de-Ville-de-Paris,3.931801080703736,1505,48.85668,2.35157,A,"Place de l'Hôtel de Ville Entrée au 5 rue Lobeau ou au 29 rue de Rivoli, 75004 Paris France",,attraction,"Bâtiments gouvernementaux, Sites historiques, Sites et monuments",Sites touristiques,,,,,,
208440,Les Bains du Marais,https://www.tripadvisor.fr/Attraction_Review-g187147-d208440-Reviews-Les_Bains_du_Marais-Paris_Ile_de_France.html,http://www.bainsdumarais.fr/,2.1184778213500977,260,48.85947,2.355863,A,"31 rue des Blancs Manteaux, 75004 Paris France",,attraction,Spas,Spas et bien-être,,,,,,
208830,À l'Olivier,https://www.tripadvisor.fr/Attraction_Review-g187147-d208830-Reviews-A_l_Olivier-Paris_Ile_de_France.html,http://www.alolivier.com/,2.8492431640625,10,48.85612,2.35683,A,"23 rue de Rivoli, 75004 Paris France",,attraction,Boutiques de cadeaux ou spécialisées,Shopping,,,,,,
208967,L'ile Aux Images,https://www.tripadvisor.fr/Attraction_Review-g187147-d208967-Reviews-L_ile_Aux_Images-Paris_Ile_de_France.html,http://lileauximages.com,2.8790385723114014,9,48.85213,2.35558,A,"51 Rue Saint-Louis en l'Île, 75004 Paris France",,attraction,Galeries d'art,"Shopping, Musées",,,,,,
208979,Antiquités Éric Dubois,https://www.tripadvisor.fr/Attraction_Review-g187147-d208979-Reviews-Antiquites_Eric_Dubois-Paris_Ile_de_France.html,,,0,48.85256,2.34957,A,"4eme Arrondissement, Paris France",,,Boutiques de cadeaux ou spécialisées,Shopping,,,,,,
